f_es,T_es,chisquared_avg,chisquared_000,chisquared_001,chisquared_002,chisquared_003,chisquared_004
6.7085997377905975e-06,2.923675932873479,575.963877726697,513.4048627152613,674.0140145729924,278.2065629878338,672.1340649395041,742.0598834178933
6.832798577265973e-06,2.923675932873479,582.1368357048933,534.3536609347574,697.5540348568952,270.19535121575166,652.2268332077462,756.3542983093163
6.956997416741348e-06,2.923675932873479,593.0611172330936,559.2591739963314,725.5918277561364,266.6734969488737,638.7552488727599,775.0258385913666
7.081196256216723e-06,2.923675932873479,607.326697592126,586.9256699684477,756.8140873727275,266.35624213184866,629.6913084628912,796.8461800247152
7.205395095692098e-06,2.923675932873479,624.122735729033,616.6714636925451,790.4665852050939,268.49625113824806,623.8603125303138,821.1190660789642
7.3295939351674735e-06,2.923675932873479,642.474125396596,647.7723520246165,825.6070570802472,272.19327207120267,619.8616814716124,846.9362643353015
7.453792774642848e-06,2.923675932873479,656.0814486993747,676.2042880246283,855.8315103276951,271.6880624415228,608.814781243791,867.8686014592363
7.577991614118223e-06,2.923675932873479,673.0334855944411,707.1364098946248,889.2362801595588,274.40364299513027,602.3179078986066,892.0731870242853
7.702190453593599e-06,2.923675932873479,692.4444291503298,739.8988648839112,924.9886492305767,279.5259678925369,599.0902502066161,918.7184135380082
7.826389293068973e-06,2.923675932873479,713.7722341678389,774.0870959522958,962.579548885779,286.55040023210273,598.3437960333672,947.3003297356499
7.950588132544348e-06,2.923675932873479,736.6626303036568,809.4393341060143,1001.6759729412832,295.1435813300205,599.5642290718907,977.4900340690758
8.074786972019724e-06,2.923675932873479,755.920388903651,842.8403126681033,1036.890925152757,300.48995444088973,595.3980438515458,1003.9827084049591
8.198985811495098e-06,2.923675932873479,777.1732950945659,877.6540136776515,1073.9610630742,307.8352117717541,593.9637689964619,1032.4524179527616
8.323184650970473e-06,2.923675932873479,800.2942422633554,913.7477638849009,1112.8048396994911,317.0585119127336,595.0647497190522,1062.795346100599
8.44738349044585e-06,2.923675932873479,824.9012871559953,950.8600363103102,1153.0621495612884,327.79822987475967,598.1416514911592,1094.6443685424586
8.571582329921224e-06,2.923675932873479,850.7354034736782,988.815590040113,1194.4887137210978,339.80618442695055,602.8147116180781,1127.7518175621522
8.695781169396598e-06,2.923675932873479,873.5192959299089,1024.5233238031833,1232.1740007635394,348.48954845300494,603.9858906884883,1158.4237159413285
8.819980008871974e-06,2.923675932873479,897.1155186317468,1060.7823861595716,1270.499261993652,358.05552329751777,606.3306659403103,1189.9097557676828
8.944178848347349e-06,2.923675932873479,922.2753244308722,1098.1340206336656,1310.3825481380632,369.3316007565768,610.6910381227157,1222.83741450334
9.068377687822723e-06,2.923675932873479,948.6913811661898,1136.3566932657914,1351.5127322228104,381.99379507201184,616.6564750460074,1256.9372102243278
9.1925765272981e-06,2.923675932873479,976.1491923212616,1175.297907980084,1393.672653302107,395.81462560747946,623.9387821178286,1292.021992598808
9.316775366773474e-06,2.923675932873479,1001.0072316842209,1211.814509337359,1432.4177725285667,406.56901361989713,629.126754507691,1325.1081084275897
9.440974206248849e-06,2.923675932873479,1025.6497894745846,1247.9746403065615,1470.6250675805936,417.0922736118459,634.4874715436252,1358.0694943302963
9.565173045724225e-06,2.923675932873479,1051.6819336130195,1285.1896745037473,1510.301154113143,429.2620876994714,641.4471119865399,1392.2096397621956
9.6893718851996e-06,2.923675932873479,1078.8401116689797,1323.247313272134,1551.1591878366453,442.76986373460795,649.7050935415564,1427.3190999599547
9.813570724674974e-06,2.923675932873479,1106.93523070808,1361.9970986977023,1592.9931280748976,457.39444642910354,659.0440560071937,1463.2474243315025
9.93776956415035e-06,2.923675932873479,1133.9045687957362,1399.798507779904,1633.1875595539195,471.06939807962476,667.4754836230292,1497.9918949422024
