obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"687.3185","687.3185","0.0010","2.78e+06",C,"12.90701530","14.71089810","3s2.3p5.(2P*<3/2>).4p","2[1/2]","1","3s2.3p5.(2P*<3/2>).4d","2[1/2]*","1",3,3,,"T1218n","L2634",
"688.1480","688.1481","0.0010","1.8e+05",D+,"13.15314387","14.95485204","3s2.3p5.(2P*<3/2>).4p","2[3/2]","1","3s2.3p5.(2P*<1/2>).4d","2[5/2]*","2",3,5,,"T1218n","L2634",
,"688.8988","0.0010","1.3e+05",D+,"13.17177770","14.97152236","3s2.3p5.(2P*<3/2>).4p","2[3/2]","2","3s2.3p5.(2P*<1/2>).4d","2[5/2]*","3",5,7,,"T1218n",,
"689.0074","689.0075","0.0010","2.5e+05",D+,"13.15314387","14.95260474","3s2.3p5.(2P*<3/2>).4p","2[3/2]","1","3s2.3p5.(2P*<1/2>).4d","2[3/2]*","2",3,5,,"T1218n","L2634",
,"692.6920","0.0010","1.2e+05",D+,"13.32785705","15.11774638","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1","3s2.3p5.(2P*<3/2>).5d","2[1/2]*","1",3,3,,"T1218n",,
"693.9578","693.9578","0.0010","3.08e+06",C,"12.90701530","14.6936397","3s2.3p5.(2P*<3/2>).4p","2[1/2]","1","3s2.3p5.(2P*<3/2>).4d","2[1/2]*","0",3,1,,"T1218n","L2634",
"695.3395","695.3395","0.0010","2.2e+05",D,"13.17177770","14.95485204","3s2.3p5.(2P*<3/2>).4p","2[3/2]","2","3s2.3p5.(2P*<1/2>).4d","2[5/2]*","2",5,5,,"T1218n","L2634",
"696.2170","696.2170","0.0010","2.4e+05",D,"13.17177770","14.95260474","3s2.3p5.(2P*<3/2>).4p","2[3/2]","2","3s2.3p5.(2P*<1/2>).4d","2[3/2]*","2",5,5,,"T1218n","L2634",
"696.7352","696.7351","0.0010","6.4e+06",B+,"11.54835442","13.32785705","3s2.3p5.(2P*<3/2>).4s","2[3/2]*","2","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1",5,3,,"T5223","L2634",
,"699.4141","0.0010","7.5e+05",D+,"13.32785705","15.10054371","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1","3s2.3p5.(2P*<3/2>).5d","2[1/2]*","0",3,1,,"T1218n",,
"703.2190","703.2189","0.0010","2.67e+06",C,"13.07571571","14.83881100","3s2.3p5.(2P*<3/2>).4p","2[5/2]","3","3s2.3p5.(2P*<3/2>).6s","2[3/2]*","2",7,5,,"T1218n","L2634",
"706.9167","706.9166","0.0010","3.8e+06",B,"11.54835442","13.30222747","3s2.3p5.(2P*<3/2>).4s","2[3/2]*","2","3s2.3p5.(2P*<1/2>).4p","2[3/2]","2",5,5,,"T5223","L2634",
"707.0685","707.0684","0.0010","2.0e+06",D+,"13.09487256","14.84836899","3s2.3p5.(2P*<3/2>).4p","2[5/2]","2","3s2.3p5.(2P*<3/2>).6s","2[3/2]*","1",5,3,,"T1218n","L2634",
,"708.8659","0.0010","1.5e+05",D+,"13.27303810","15.02208834","3s2.3p5.(2P*<3/2>).4p","2[1/2]","0","3s2.3p5.(2P*<1/2>).6s","2[1/2]*","1",1,3,,"T1218n",,
"710.9437","710.9437","0.0010","4.5e+05",D+,"13.09487256","14.83881100","3s2.3p5.(2P*<3/2>).4p","2[5/2]","2","3s2.3p5.(2P*<3/2>).6s","2[3/2]*","2",5,5,,"T1218n","L2634",
"712.7784","712.7784","0.0010","6.0e+05",D+,"13.28263902","15.02208834","3s2.3p5.(2P*<1/2>).4p","2[3/2]","1","3s2.3p5.(2P*<1/2>).6s","2[1/2]*","1",3,3,,"T1218n","L2634",
"714.9012","714.9011","0.0010","6.3e+05",B,"11.54835442","13.28263902","3s2.3p5.(2P*<3/2>).4s","2[3/2]*","2","3s2.3p5.(2P*<1/2>).4p","2[3/2]","1",5,3,,"T5223","L2634",
"716.0812","716.0812","0.0010","2.1e+06",D+,"13.28263902","15.0140655","3s2.3p5.(2P*<1/2>).4p","2[3/2]","1","3s2.3p5.(2P*<1/2>).6s","2[1/2]*","0",3,1,,"T1218n","L2634",
,"716.4531","0.0010","5.8e+04",D,"13.27303810","15.00356588","3s2.3p5.(2P*<3/2>).4p","2[1/2]","0","3s2.3p5.(2P*<1/2>).4d","2[3/2]*","1",1,3,,"T1218n",,
"720.8966","720.8967","0.0010","2.48e+06",C,"13.30222747","15.02208834","3s2.3p5.(2P*<1/2>).4p","2[3/2]","2","3s2.3p5.(2P*<1/2>).6s","2[1/2]*","1",5,3,,"T1218n","L2634",
,"723.193","0.010","6.6e+04",D,"13.09487256","14.809272","3s2.3p5.(2P*<3/2>).4p","2[5/2]","2","3s2.3p5.(2P*<3/2>).4d","2[5/2]*","2",5,5,,"T1218n",,
"726.7174","726.717","0.010","1.7e+05",D,"13.15314387","14.859230","3s2.3p5.(2P*<3/2>).4p","2[3/2]","1","3s2.3p5.(2P*<3/2>).4d","2[3/2]*","1",3,3,,"T1218n","L2634",
"727.2667","727.267","0.010","1.1e+05",D,"13.07571571","14.780512","3s2.3p5.(2P*<3/2>).4p","2[5/2]","3","3s2.3p5.(2P*<3/2>).4d","2[7/2]*","3",7,7,,"T1218n","L2634",
"727.4940","727.4939","0.0010","1.83e+06",B+,"11.62359272","13.32785705","3s2.3p5.(2P*<3/2>).4s","2[3/2]*","1","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1",3,3,,"T5223","L2634",
,"728.7451","0.0010","1.2e+05",D,"13.30222747","15.00356588","3s2.3p5.(2P*<1/2>).4p","2[3/2]","2","3s2.3p5.(2P*<1/2>).4d","2[3/2]*","1",5,3,,"T1218n",,
"731.3731","731.3731","0.0010","1.7e+06",D+,"13.15314387","14.84836899","3s2.3p5.(2P*<3/2>).4p","2[3/2]","1","3s2.3p5.(2P*<3/2>).6s","2[3/2]*","1",3,3,,"T1218n","L2634",
"731.8021","731.8021","0.0010","9.6e+05",D+,"13.32785705","15.02208834","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1","3s2.3p5.(2P*<1/2>).6s","2[1/2]*","1",3,3,,"T1218n","L2634",
"735.2839","735.2839","0.0010","1.2e+06",D+,"13.32785705","15.0140655","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1","3s2.3p5.(2P*<1/2>).6s","2[1/2]*","0",3,1,,"T1218n","L2634",
,"735.5201","0.0010","2.1e+05",E,"13.15314387","14.83881100","3s2.3p5.(2P*<3/2>).4p","2[3/2]","1","3s2.3p5.(2P*<3/2>).6s","2[3/2]*","2",3,5,,"T1203",,
"735.5319","735.532","0.010","9.6e+05",D+,"13.09487256","14.780512","3s2.3p5.(2P*<3/2>).4p","2[5/2]","2","3s2.3p5.(2P*<3/2>).4d","2[7/2]*","3",5,7,,"T1218n","L2634",
"737.4149","737.4148","0.0010","1.9e+06",D+,"13.07571571","14.7570516","3s2.3p5.(2P*<3/2>).4p","2[5/2]","3","3s2.3p5.(2P*<3/2>).4d","2[7/2]*","4",7,9,,"T1218n","L2634",
"738.6014","738.6014","0.0010","8.5e+06",B,"11.62359272","13.30222747","3s2.3p5.(2P*<3/2>).4s","2[3/2]*","1","3s2.3p5.(2P*<1/2>).4p","2[3/2]","2",3,5,,"T5223","L2634",
"739.5016","739.5016","0.0010","7.2e+05",D+,"13.17177770","14.84836899","3s2.3p5.(2P*<3/2>).4p","2[3/2]","2","3s2.3p5.(2P*<3/2>).6s","2[3/2]*","1",5,3,,"T1218n","L2634",
"741.4379","741.4378","0.0010","3.9e+05",D+,"13.28263902","14.95485204","3s2.3p5.(2P*<1/2>).4p","2[3/2]","1","3s2.3p5.(2P*<1/2>).4d","2[5/2]*","2",3,5,,"T1218n","L2634",
,"742.4356","0.0010","6.6e+04",D,"13.28263902","14.95260474","3s2.3p5.(2P*<1/2>).4p","2[3/2]","1","3s2.3p5.(2P*<1/2>).4d","2[3/2]*","2",3,5,,"T1218n",,
"742.7339","742.7339","0.0010","3.1e+05",D,"13.30222747","14.97152236","3s2.3p5.(2P*<1/2>).4p","2[3/2]","2","3s2.3p5.(2P*<1/2>).4d","2[5/2]*","3",5,7,,"T1218n","L2634",
"743.7416","743.7416","0.0010","9.0e+05",D+,"13.17177770","14.83881100","3s2.3p5.(2P*<3/2>).4p","2[3/2]","2","3s2.3p5.(2P*<3/2>).6s","2[3/2]*","2",5,5,,"T1218n","L2634",
"743.8345","743.8345","0.0010","2.7e+05",D,"13.07571571","14.74254085","3s2.3p5.(2P*<3/2>).4p","2[5/2]","3","3s2.3p5.(2P*<3/2>).4d","2[3/2]*","2",7,5,,"T1218n","L2634",
,"747.3221","0.0010","2.20e+04",B,"11.62359272","13.28263902","3s2.3p5.(2P*<3/2>).4s","2[3/2]*","1","3s2.3p5.(2P*<1/2>).4p","2[3/2]","1",3,3,,"T5223",,
,"748.639","0.010","3.4e+05",D+,"13.15314387","14.809272","3s2.3p5.(2P*<3/2>).4p","2[3/2]","1","3s2.3p5.(2P*<3/2>).4d","2[5/2]*","2",3,5,,"T1218n",,
"750.5935","750.5934","0.0010","4.5e+07",B,"11.82807116","13.47988682","3s2.3p5.(2P*<1/2>).4s","2[1/2]*","1","3s2.3p5.(2P*<1/2>).4p","2[1/2]","0",3,1,,"T5223","L2634",
,"751.2476","0.0010","4.5e+05",D,"13.30222747","14.95260474","3s2.3p5.(2P*<1/2>).4p","2[3/2]","2","3s2.3p5.(2P*<1/2>).4d","2[3/2]*","2",5,5,,"T1164n",,
"751.6721","751.6720","0.0010","4.0e+07",B,"11.62359272","13.27303810","3s2.3p5.(2P*<3/2>).4s","2[3/2]*","1","3s2.3p5.(2P*<3/2>).4p","2[1/2]","0",3,1,,"T5223","L2634",
,"762.0441","0.0010","2.9e+05",D,"13.32785705","14.95485204","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1","3s2.3p5.(2P*<1/2>).4d","2[5/2]*","2",3,5,,"T1218n",,
,"763.0982","0.0010","2.9e+05",D,"13.32785705","14.95260474","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1","3s2.3p5.(2P*<1/2>).4d","2[3/2]*","2",3,5,,"T1218n",,
"763.7208","763.7207","0.0010","2.45e+07",B,"11.54835442","13.17177770","3s2.3p5.(2P*<3/2>).4s","2[3/2]*","2","3s2.3p5.(2P*<3/2>).4p","2[3/2]","2",5,5,,"T5223","L2634",
,"767.2168","0.0010","2.8e+05",D,"13.09487256","14.71089810","3s2.3p5.(2P*<3/2>).4p","2[5/2]","2","3s2.3p5.(2P*<3/2>).4d","2[1/2]*","1",5,3,,"T1218n",,
,"770.694","0.010","6.3e+04",D,"13.17177770","14.780512","3s2.3p5.(2P*<3/2>).4p","2[3/2]","2","3s2.3p5.(2P*<3/2>).4d","2[7/2]*","3",5,7,,"T1218n",,
"772.5887","772.5886","0.0010","5.2e+06",B+,"11.54835442","13.15314387","3s2.3p5.(2P*<3/2>).4s","2[3/2]*","2","3s2.3p5.(2P*<3/2>).4p","2[3/2]","1",5,3,,"T5223","L2634",
"772.6333","772.6332","0.0010","1.17e+07",B+,"11.72316039","13.32785705","3s2.3p5.(2P*<1/2>).4s","2[1/2]*","0","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1",1,3,,"T5223","L2634",
,"780.0707","0.0010","8.7e+04",D+,"13.15314387","14.74254085","3s2.3p5.(2P*<3/2>).4p","2[3/2]","1","3s2.3p5.(2P*<3/2>).4d","2[3/2]*","2",3,5,,"T1218n",,
,"787.0359","0.0010","3.50e+05",C,"13.27303810","14.84836899","3s2.3p5.(2P*<3/2>).4p","2[1/2]","0","3s2.3p5.(2P*<3/2>).6s","2[3/2]*","1",1,3,,"T1218n",,
"789.3246","789.3246","0.0010","9.5e+05",C,"13.17177770","14.74254085","3s2.3p5.(2P*<3/2>).4p","2[3/2]","2","3s2.3p5.(2P*<3/2>).4d","2[3/2]*","2",5,5,,"T1218n","L2634",
,"791.8619","0.0010","1.2e+05",D+,"13.28263902","14.84836899","3s2.3p5.(2P*<1/2>).4p","2[3/2]","1","3s2.3p5.(2P*<3/2>).6s","2[3/2]*","1",3,3,,"T1218n",,
"795.0362","795.0362","0.0010","1.86e+07",B,"11.72316039","13.28263902","3s2.3p5.(2P*<1/2>).4s","2[1/2]*","0","3s2.3p5.(2P*<1/2>).4p","2[3/2]","1",1,3,,"T5223","L2634",
,"796.7256","0.0010","3.4e+04",E,"13.28263902","14.83881100","3s2.3p5.(2P*<1/2>).4p","2[3/2]","1","3s2.3p5.(2P*<3/2>).6s","2[3/2]*","2",3,5,,"T1203",,
"800.8359","800.8358","0.0010","4.9e+06",C+,"11.62359272","13.17177770","3s2.3p5.(2P*<3/2>).4s","2[3/2]*","1","3s2.3p5.(2P*<3/2>).4p","2[3/2]","2",3,5,,"T5223","L2634",
"801.6990","801.6990","0.0010","9.3e+06",B,"11.54835442","13.09487256","3s2.3p5.(2P*<3/2>).4s","2[3/2]*","2","3s2.3p5.(2P*<3/2>).4p","2[5/2]","2",5,5,,"T5223","L2634",
,"801.8942","0.0010","4.2e+03",E,"13.30222747","14.84836899","3s2.3p5.(2P*<1/2>).4p","2[3/2]","2","3s2.3p5.(2P*<3/2>).6s","2[3/2]*","1",5,3,,"T1203",,
,"803.9429","0.0010","3.59e+05",C,"13.47988682","15.02208834","3s2.3p5.(2P*<1/2>).4p","2[1/2]","0","3s2.3p5.(2P*<1/2>).6s","2[1/2]*","1",1,3,,"T1218n",,
,"804.8330","0.0010","1.12e+06",C,"13.15314387","14.6936397","3s2.3p5.(2P*<3/2>).4p","2[3/2]","1","3s2.3p5.(2P*<3/2>).4d","2[1/2]*","0",3,1,,"T1218n",,
"805.5523","805.5523","0.0010","8.6e+05",C,"13.17177770","14.71089810","3s2.3p5.(2P*<3/2>).4p","2[3/2]","2","3s2.3p5.(2P*<3/2>).4d","2[1/2]*","1",5,3,,"T1218n","L2634",
,"806.8823","0.0010","1.4e+05",D+,"13.30222747","14.83881100","3s2.3p5.(2P*<1/2>).4p","2[3/2]","2","3s2.3p5.(2P*<3/2>).6s","2[3/2]*","2",5,5,,"T1218n",,
"810.5921","810.5920","0.0010","2.50e+07",B+,"11.62359272","13.15314387","3s2.3p5.(2P*<3/2>).4s","2[3/2]*","1","3s2.3p5.(2P*<3/2>).4p","2[3/2]","1",3,3,,"T5223","L2634",
"811.7542","811.7542","0.0010","3.3e+07",B,"11.54835442","13.07571571","3s2.3p5.(2P*<3/2>).4s","2[3/2]*","2","3s2.3p5.(2P*<3/2>).4p","2[5/2]","3",5,7,,"T5223","L2634",
,"815.4109","0.0010","3.3e+04",E,"13.32785705","14.84836899","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1","3s2.3p5.(2P*<3/2>).6s","2[3/2]*","1",3,3,,"T1203",,
,"820.5690","0.0010","1.6e+05",E,"13.32785705","14.83881100","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1","3s2.3p5.(2P*<3/2>).6s","2[3/2]*","2",3,5,,"T1203",,
"826.6794","826.6793","0.0010","1.53e+07",B+,"11.82807116","13.32785705","3s2.3p5.(2P*<1/2>).4s","2[1/2]*","1","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1",3,3,,"T5223","L2634",
,"838.703","0.010","2.4e+05",D,"13.30222747","14.780512","3s2.3p5.(2P*<1/2>).4p","2[3/2]","2","3s2.3p5.(2P*<3/2>).4d","2[7/2]*","3",5,7,,"T1218n",,
"839.458",,,,,,,,,,,,,1,1,,,"L2131",
"841.0521","841.0519","0.0010","2.23e+07",B+,"11.82807116","13.30222747","3s2.3p5.(2P*<1/2>).4s","2[1/2]*","1","3s2.3p5.(2P*<1/2>).4p","2[3/2]","2",3,5,,"T5223","L2634",
"842.6963","842.6962","0.0010","2.15e+07",B+,"11.62359272","13.09487256","3s2.3p5.(2P*<3/2>).4s","2[3/2]*","1","3s2.3p5.(2P*<3/2>).4p","2[5/2]","2",3,5,,"T5223","L2634",
,"849.2639","0.0010","9.6e+04",D,"13.28263902","14.74254085","3s2.3p5.(2P*<1/2>).4p","2[3/2]","1","3s2.3p5.(2P*<3/2>).4d","2[3/2]*","2",3,5,,"T1218n",,
"852.3783","852.3782","0.0010","1.39e+07",B,"11.82807116","13.28263902","3s2.3p5.(2P*<1/2>).4s","2[1/2]*","1","3s2.3p5.(2P*<1/2>).4p","2[3/2]","1",3,3,,"T5223","L2634",
"860.8140","860.8140","0.0010","1.04e+06",C,"13.30222747","14.74254085","3s2.3p5.(2P*<1/2>).4p","2[3/2]","2","3s2.3p5.(2P*<3/2>).4d","2[3/2]*","2",5,5,,"T1218n","L2634",
,"862.2828","0.0010","9.2e+05",C,"13.27303810","14.71089810","3s2.3p5.(2P*<3/2>).4p","2[1/2]","0","3s2.3p5.(2P*<3/2>).4d","2[1/2]*","1",1,3,,"T1218n",,
"867.0325","867.0324","0.0010","2.43e+06",B,"11.72316039","13.15314387","3s2.3p5.(2P*<1/2>).4s","2[1/2]*","0","3s2.3p5.(2P*<3/2>).4p","2[3/2]","1",1,3,,"T5223","L2634",
,"876.4093","0.0010","9.5e+05",D+,"13.32785705","14.74254085","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1","3s2.3p5.(2P*<3/2>).4d","2[3/2]*","2",3,5,,"T1218n",,
,"878.6969","0.0010","2.4e+05",D,"13.28263902","14.6936397","3s2.3p5.(2P*<1/2>).4p","2[3/2]","1","3s2.3p5.(2P*<3/2>).4d","2[1/2]*","0",3,1,,"T1218n",,
,"880.1504","0.0010","4.6e+05",D+,"13.30222747","14.71089810","3s2.3p5.(2P*<1/2>).4p","2[3/2]","2","3s2.3p5.(2P*<3/2>).4d","2[1/2]*","1",5,3,,"T1218n",,
"885.234",,,,,,,,,,,,,1,1,,,"L2131",
,"896.4607","0.0010","1.6e+05",D+,"13.32785705","14.71089810","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1","3s2.3p5.(2P*<3/2>).4d","2[1/2]*","1",3,3,,"T1218n",,
,"905.9979","0.0010","9.7e+04",E,"13.47988682","14.84836899","3s2.3p5.(2P*<1/2>).4p","2[1/2]","0","3s2.3p5.(2P*<3/2>).6s","2[3/2]*","1",1,3,,"T1203",,
"907.7885","907.7886","0.0010","1.2e+06",D,"13.32785705","14.6936397","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1","3s2.3p5.(2P*<3/2>).4d","2[1/2]*","0",3,1,,"T1218n","L2634",
"912.5471","912.5471","0.0010","1.89e+07",B,"11.54835442","12.90701530","3s2.3p5.(2P*<3/2>).4s","2[3/2]*","2","3s2.3p5.(2P*<3/2>).4p","2[1/2]","1",5,3,,"T5223","L2634",
"919.7161","919.7161","0.0010","1.76e+06",C,"12.90701530","14.2550856","3s2.3p5.(2P*<3/2>).4p","2[1/2]","1","3s2.3p5.(2P*<1/2>).5s","2[1/2]*","1",3,3,,"T1618n","L2634",
"922.7030","922.7029","0.0010","5.0e+06",B,"11.82807116","13.17177770","3s2.3p5.(2P*<1/2>).4s","2[1/2]*","1","3s2.3p5.(2P*<3/2>).4p","2[3/2]","2",3,5,,"T5223","L2634",
"929.4081","929.4081","0.0010","3.26e+06",C,"12.90701530","14.2410277","3s2.3p5.(2P*<3/2>).4p","2[1/2]","1","3s2.3p5.(2P*<1/2>).5s","2[1/2]*","0",3,1,,"T1618n","L2634",
"935.6787","935.6785","0.0010","1.06e+06",B,"11.82807116","13.15314387","3s2.3p5.(2P*<1/2>).4s","2[1/2]*","1","3s2.3p5.(2P*<3/2>).4p","2[3/2]","1",3,3,,"T5223","L2634",
"966.0435","966.0435","0.0010","5.4e+06",B,"11.62359272","12.90701530","3s2.3p5.(2P*<3/2>).4s","2[3/2]*","1","3s2.3p5.(2P*<3/2>).4p","2[1/2]","1",3,3,,"T5223","L2634",
"978.7186","978.7185","0.0010","1.47e+06",B,"11.82807116","13.09487256","3s2.3p5.(2P*<1/2>).4s","2[1/2]*","1","3s2.3p5.(2P*<3/2>).4p","2[5/2]","2",3,5,,"T5223","L2634",
"1005.482",,,,,,,,,,,,,1,1,,,"L2131",
"1033.555",,,,,,,,,,,,,1,1,,,"L2131",
"1047.2923","1047.2922","0.0010","9.8e+05",C+,"11.72316039","12.90701530","3s2.3p5.(2P*<1/2>).4s","2[1/2]*","0","3s2.3p5.(2P*<3/2>).4p","2[1/2]","1",1,3,,"T5223","L2634",
"1048.0905","1048.0905","0.0010","2.44e+06",C,"12.90701530","14.0899685","3s2.3p5.(2P*<3/2>).4p","2[1/2]","1","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","1",3,3,,"T1618n","L2634",
,"1050.8997","0.0010","1.58e+06",C,"13.9034546","15.0832456","3s2.3p5.(2P*<3/2>).3d","2[3/2]*","2","3s2.3p5.(2P*<1/2>).4f","2[5/2]","2",5,5,,"T1618n",,
"1050.938","1050.9379","0.0010","1.58e+06",C,"13.9034546","15.0832027","3s2.3p5.(2P*<3/2>).3d","2[3/2]*","2","3s2.3p5.(2P*<1/2>).4f","2[5/2]","3",5,7,,"T1618n","L2131",
"1067.6489","1067.6490","0.0010","4.9e+06",D,"12.90701530","14.0682977","3s2.3p5.(2P*<3/2>).4p","2[1/2]","1","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","2",3,5,,"T1372","L2634",
"1068.4699",,,,,,,,,,,,,1,1,,,"L2634",
,"1068.6331","0.0010","2.1e+05",E,"13.09487256","14.2550856","3s2.3p5.(2P*<3/2>).4p","2[5/2]","2","3s2.3p5.(2P*<1/2>).5s","2[1/2]*","1",5,3,,"T1372",,
"1073.681",,,,,,,,,,,,,1,1,,,"L2131",
"1076.211",,,,,,,,,,,,,1,1,,,"L2131",
,"1095.3725","0.0010","3.96e+05",C,"13.17177770","14.3036684","3s2.3p5.(2P*<3/2>).4p","2[3/2]","2","3s2.3p5.(2P*<1/2>).3d","2[3/2]*","1",5,3,,"T1618n",,
"1108.1903","1108.1902","0.0010","8.3e+05",C,"13.09487256","14.2136715","3s2.3p5.(2P*<3/2>).4p","2[5/2]","2","3s2.3p5.(2P*<1/2>).3d","2[5/2]*","2",5,5,,"T1618n","L2634",
"1110.950",,,,,,,,,,,,,1,1,,,"L2131",
,"1125.1430","0.0010","2.8e+05",E,"13.15314387","14.2550856","3s2.3p5.(2P*<3/2>).4p","2[3/2]","1","3s2.3p5.(2P*<1/2>).5s","2[1/2]*","1",3,3,,"T1372",,
,"1139.6823","0.0010","2.22e+06",C,"13.15314387","14.2410277","3s2.3p5.(2P*<3/2>).4p","2[3/2]","1","3s2.3p5.(2P*<1/2>).5s","2[1/2]*","0",3,1,,"T1618n",,
"1144.4965","1144.4964","0.0010","1.39e+06",C,"13.17177770","14.2550856","3s2.3p5.(2P*<3/2>).4p","2[3/2]","2","3s2.3p5.(2P*<1/2>).5s","2[1/2]*","1",5,3,,"T1618n","L2634",
,"1147.0685","0.0010","3.69e+05",C,"13.15314387","14.2340226","3s2.3p5.(2P*<3/2>).4p","2[3/2]","1","3s2.3p5.(2P*<1/2>).3d","2[3/2]*","2",3,5,,"T1618n",,
"1149.1254","1149.1253","0.0010","1.9e+05",C,"11.82807116","12.90701530","3s2.3p5.(2P*<1/2>).4s","2[1/2]*","1","3s2.3p5.(2P*<3/2>).4p","2[1/2]","1",3,3,,"T1242n","L2634",
,"1158.3559","0.0010","3.46e+05",C,"14.0127381","15.0830844","3s2.3p5.(2P*<3/2>).3d","2[7/2]*","3","3s2.3p5.(2P*<1/2>).4f","2[7/2]","4",7,9,,"T1618n",,
,"1158.3616","0.0010","3.46e+05",C,"14.0127381","15.0830792","3s2.3p5.(2P*<3/2>).3d","2[7/2]*","3","3s2.3p5.(2P*<1/2>).4f","2[7/2]","3",7,7,,"T1618n",,
"1167.1904","1167.1903","0.0010","3.76e+06",C,"13.17177770","14.2340226","3s2.3p5.(2P*<3/2>).4p","2[3/2]","2","3s2.3p5.(2P*<1/2>).3d","2[3/2]*","2",5,5,,"T1618n","L2634",
"1172.2696","1172.2695","0.0010","9.52e+05",C,"13.09487256","14.1525151","3s2.3p5.(2P*<3/2>).4p","2[5/2]","2","3s2.3p5.(2P*<3/2>).3d","2[3/2]*","1",5,3,,"T1618n","L2634",
,"1173.6447","0.0010","6.7e+05",C,"13.8450385","14.9014416","3s2.3p5.(2P*<3/2>).3d","2[1/2]*","0","3s2.3p5.(2P*<3/2>).4f","2[3/2]","1",1,3,,"T1618n",,
,"1194.6571","0.0010","4.6e+06",D+,"13.8636686","14.9014911","3s2.3p5.(2P*<3/2>).3d","2[1/2]*","1","3s2.3p5.(2P*<3/2>).4f","2[3/2]","2",3,5,,"T1618n",,
,"1194.7140","0.0010","4.6e+06",D+,"13.8636686","14.9014416","3s2.3p5.(2P*<3/2>).3d","2[1/2]*","1","3s2.3p5.(2P*<3/2>).4f","2[3/2]","1",3,3,,"T1618n",,
,"1202.9939","0.0010","4.2e+05",D,"13.27303810","14.3036684","3s2.3p5.(2P*<3/2>).4p","2[1/2]","0","3s2.3p5.(2P*<1/2>).3d","2[3/2]*","1",1,3,,"T1618n",,
"1211.5641","1211.5638","0.0010","3.1e+06",D,"13.07571571","14.0990559","3s2.3p5.(2P*<3/2>).4p","2[5/2]","3","3s2.3p5.(2P*<3/2>).3d","2[5/2]*","3",7,7,,"T1618n","L2634",
"1214.3060","1214.3059","0.0010","4.5e+06",D,"13.28263902","14.3036684","3s2.3p5.(2P*<1/2>).4p","2[3/2]","1","3s2.3p5.(2P*<1/2>).3d","2[3/2]*","1",3,3,,"T1618n","L2634",
"1234.6770","1234.6769","0.0010","2.0e+06",D,"13.09487256","14.0990559","3s2.3p5.(2P*<3/2>).4p","2[5/2]","2","3s2.3p5.(2P*<3/2>).3d","2[5/2]*","3",5,7,,"T1618n","L2634",
,"1235.9199","0.0010","3.5e+06",D,"13.9034546","14.9066280","3s2.3p5.(2P*<3/2>).3d","2[3/2]*","2","3s2.3p5.(2P*<3/2>).4f","2[5/2]","2",5,5,,"T1618n",,
,"1235.9677","0.0010","3.5e+06",D,"13.9034546","14.9065892","3s2.3p5.(2P*<3/2>).3d","2[3/2]*","2","3s2.3p5.(2P*<3/2>).4f","2[5/2]","3",5,7,,"T1618n",,
"1240.6221","1240.6221","0.0010","1.1e+07",D,"13.15314387","14.1525151","3s2.3p5.(2P*<3/2>).4p","2[3/2]","1","3s2.3p5.(2P*<3/2>).3d","2[3/2]*","1",3,3,,"T1618n","L2634",
"1244.2724","1244.2725","0.0010","4.9e+06",D,"12.90701530","13.9034546","3s2.3p5.(2P*<3/2>).4p","2[1/2]","1","3s2.3p5.(2P*<3/2>).3d","2[3/2]*","2",3,5,,"T1618n","L2634",
"1245.953","1245.9522","0.0010","8.9e+06",D,"13.09487256","14.0899685","3s2.3p5.(2P*<3/2>).4p","2[5/2]","2","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","1",5,3,,"T1618n","L2634",
"1249.1080","1249.1079","0.0010","1.1e+07",D,"13.07571571","14.0682977","3s2.3p5.(2P*<3/2>).4p","2[5/2]","3","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","2",7,5,,"T1618n","L2634",
,"1255.7759","0.0010","1.2e+05",D,"13.07571571","14.0630272","3s2.3p5.(2P*<3/2>).4p","2[5/2]","3","3s2.3p5.(2P*<3/2>).3d","2[5/2]*","2",7,5,,"T1618n",,
,"1262.5072","0.0010","3.8e+05",E,"13.27303810","14.2550856","3s2.3p5.(2P*<3/2>).4p","2[1/2]","0","3s2.3p5.(2P*<1/2>).5s","2[1/2]*","1",1,3,,"T1372",,
